authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Hospital M2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-HM2-20-r8V,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Educational Building . 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-SAI-20-r6,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Educational Building. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-SAI-20-r7,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M2A,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M2B,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M2C,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M7A,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M7B,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,M7C,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Other,Compost,100 mL,Not included,Not included,Not included,MoBio Powersoil,100 mL,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,MICROGEO,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T4A,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T4B,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T4C,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T5A,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T5B,No publication associated to this sequence by the release date of the Datathon's report
Montañez_Vaz_Silva,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889783,no,2021,Uruguay,"-30.980833,-57.834167",-30.980833,-57.834167,Mineral,Soil,1g con compost,Not included,Not included,Not included,MoBio Powersoil,1 g,PCR,Illumina,Illumina HiSeq,Illumina HiSeq 2500,Paired,Fastq,T5C,No publication associated to this sequence by the release date of the Datathon's report
Morales_Allegrini_Zabaloy,SRR20414562,SAMN29892325,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414563,SAMN29892324,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414564,SAMN29892323,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414565,SAMN29892322,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414566,SAMN29892321,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414567,SAMN29892320,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414568,SAMN29892319,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414569,SAMN29892343,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414570,SAMN29892342,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414571,SAMN29892341,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414572,SAMN29892340,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414573,SAMN29892339,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414574,SAMN29892338,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414575,SAMN29892337,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414576,SAMN29892336,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414577,SAMN29892318,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414578,SAMN29892335,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414579,SAMN29892334,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414580,SAMN29892333,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414581,SAMN29892332,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414582,SAMN29892331,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414583,SAMN29892330,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414584,SAMN29892329,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414585,SAMN29892328,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414586,SAMN29892327,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414587,SAMN29892326,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414588,SAMN29892317,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20414589,SAMN29892316,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429500,SAMN29892325,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429501,SAMN29892324,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429502,SAMN29892323,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429503,SAMN29892322,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429504,SAMN29892321,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429505,SAMN29892320,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429506,SAMN29892319,PRJNA861243,yes,2018,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429507,SAMN29892343,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
Morales_Allegrini_Zabaloy,SRR20429508,SAMN29892342,PRJNA861243,yes,2019,Argentina,"-38.42733,-62.29473",-38.42733,-62.29473,Other,Soil,suelo de la rizosfera,NA,NA,No,Qiagen DNeasy DNA Extraction kit,0.25 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.3390/agronomy12102246
